,Best,Average,Worst,Median
0,69529.42829092089,79639.65001429697,104658.85854913987,78070.77011777871
1,33094.03526401617,47488.86776146545,65060.295679486764,47189.715764658635
2,23686.889052032413,36289.71702493267,54138.69420790726,34323.01519448872
3,20323.015664007016,29078.066348333163,48277.21675784743,25539.028930603294
4,19036.46102526997,24666.89006581235,57069.3783644676,23270.73867330436
5,17896.713988234762,23668.87700398864,55533.19265773467,21605.70408340556
6,17661.67694249723,22973.295376870938,54588.39026365986,20944.611809790178
7,17510.75357725651,23557.12933665888,53547.05587709071,21196.977850762014
8,17344.586199652393,24448.118050508787,54723.12293877971,21038.695767832112
9,17269.413000464243,23910.11085887433,49895.955693780226,20780.653412929947
10,17222.283088684293,23792.954603966584,59202.0482481516,20907.429050614635
11,17220.846517809226,23346.724844729953,55118.47277672712,20780.569048875303
12,17220.846517809226,24341.96089578465,53332.7888829824,20966.799189476882
13,17220.846517809226,23875.666696666485,55087.02300687525,20666.440815553135
14,17220.846517809226,25203.863234474713,55475.48376718141,21063.209358144384
15,17220.846517809226,23373.142547819614,55183.693995585934,20664.01343960828
16,17220.846517809226,23133.299089461016,40356.45494843485,20663.877009972977
17,17220.846517809226,23022.361591304616,57724.313058157495,20635.70933701263
18,17220.846517809226,22056.920012127903,52072.87072049695,20657.038829631143
19,17220.846517809226,23230.721347323928,46655.96929015646,20663.8790512977
20,17220.846517809226,22382.618158115834,43746.688957767125,20663.877009972977
21,17220.846517809226,22562.355066563945,43151.88643875266,20663.877009972977
22,17220.846517809226,24510.89093623058,54620.186708734516,20903.052561609184
23,17220.846517809226,24196.371869839604,56575.4258527669,20663.877009972977
24,17220.846517809226,22790.476548970153,45217.010146749824,20673.707097129558
25,17220.846517809226,24638.954159093228,60386.11276440437,20666.0667433099
26,17220.846517809226,23992.829457487525,55496.25461425382,20664.001787938363
27,17220.846517809226,22148.346139769863,54846.088228898545,20663.877009972977
28,17220.846517809226,23172.900181347395,61163.08867491302,20611.35070655083
29,17220.846517809226,24434.988952772987,53436.42930979929,20663.877009972977
30,17220.846517809226,22733.943302171367,54729.880662969386,20663.877009972977
31,17220.846517809226,22879.23522033648,53134.60073514792,20663.877009972977
32,17220.846517809226,22450.694601751256,42859.48590559581,20663.877009972977
33,17220.846517809226,23113.060452249567,56476.50479713695,20663.877009972977
34,17207.13876371079,23298.61902041863,41625.80419933623,20586.878134170736
35,17170.76765215655,23743.427738644816,42272.947835229585,20503.722155282227
36,17148.544879859444,22959.95762752951,39677.595357836486,20586.305966028536
37,17148.45653507864,22218.26709520178,40374.83426600297,20238.125335690907
38,17148.45653507864,22283.073810437527,37746.70978042074,20584.69313588851
39,17148.45653507864,23643.11239746114,39884.46488712775,20631.08780934036
40,17148.45653507864,23153.31210892291,36412.30415955336,20594.84735296228
41,17148.45653507864,23037.860841111247,38594.83618674653,20597.53209094682
42,17148.45653507864,23418.180373497806,38237.4556630328,20595.835056882464
43,17148.45653507864,22429.621826670675,35717.29071619951,20592.58221884693
44,17148.45653507864,22826.943252006608,55923.83235420496,20591.39433618293
45,17148.45653507864,22534.60214126428,36851.82760217483,20591.39433618293
46,17148.45653507864,22553.910455680736,39650.540640284984,20591.39433618293
47,17148.45653507864,22433.619090094886,38762.36378006362,20591.39433618293
48,17148.45653507864,23756.917619542077,41482.88308810762,20663.877009972977
49,17148.45653507864,24701.71559697797,43417.1933959069,20626.929807743196
50,17148.45653507864,24403.684718993565,41148.895079565285,20592.521172272292
51,17148.45653507864,23486.35971741411,46324.43641887895,20682.421347393814
52,17148.45653507864,22774.141915885564,50509.177983372574,20593.648008361655
53,17148.45653507864,22627.04847735296,53267.82509938656,20590.14098241119
54,17148.45653507864,23366.400684047407,55884.56493399271,20648.860990238954
55,17148.45653507864,24018.63314804898,52338.99649430376,20980.53428065689
56,17148.45653507864,22068.20760926656,42463.30672372086,20587.22818558485
57,17148.45653507864,22642.16040873101,47313.84935322632,21042.913901995635
58,17148.45653507864,21919.268574534468,40587.403243138484,20590.14098241119
59,17148.45653507864,22092.71310502321,40992.73461581612,20591.39433618293
60,17148.45653507864,22894.039229441336,42914.88012062709,20663.86543963519
61,17148.45653507864,22655.433530955994,43400.389631037906,20591.39433618293
62,17148.45653507864,22169.28184018871,37875.59816477678,20608.5847170066
63,17148.45653507864,23217.84749019157,39543.95252689623,20663.86543963519
64,17148.45653507864,22938.19783285831,46086.21588076268,20663.86543963519
65,17148.45653507864,23232.89664196574,58082.96589518759,20591.39433618293
66,17148.45653507864,21904.53355390292,34530.46867102476,20591.39433618293
67,17148.45653507864,22761.52344987983,46277.89861668227,20583.19581745143
68,17148.45653507864,23639.83629119566,58750.82860731418,20587.25463643384
69,17148.45653507864,23363.998823184545,56250.790742067926,20591.39433618293
70,17148.45653507864,23476.65909849168,55873.61741703292,20571.841329205374
71,17148.45653507864,23645.177933578198,46795.80478602377,20583.19599299877
72,17148.45653507864,21947.99498952891,41442.67545146963,20489.41948677087
73,17148.45653507864,22887.6279456487,49329.736591309644,20583.115287758093
74,17148.45653507864,21552.56274138127,38160.41157735707,20293.131716534255
75,17148.45653507864,22707.283262368313,76474.02869552866,20586.480696642142
76,17148.45653507864,25057.71031847525,61291.07989469894,20586.563305820848
77,17148.45653507864,21542.575163558424,43088.662271784946,20374.958956044215
78,17148.45653507864,23375.3638329881,58443.64029187666,20398.016257389507
79,17148.45653507864,22265.53977735485,42105.2310458063,20577.15900271649
