,Best,Average,Worst,Median
0,5954.386301733537,7265.108937369724,8916.762251044895,7247.342628546824
1,4308.747709676143,5878.363750011961,8497.347089861349,5867.506817090929
2,2246.1517369477224,4501.224173462361,7245.151223590708,4318.474089655361
3,2048.3243814565785,3545.7049239725534,6143.3012339578745,3715.685036999843
4,1840.1326892528587,2890.915970387799,4585.837793453027,2984.750626421526
5,1814.22494010344,2629.9733797837057,4384.108060044366,2295.814797161491
6,1796.1341241906912,2488.3396487731607,4200.429132855872,2241.6835204655767
7,1792.9954571623773,2456.1541425907512,3996.9134527110164,2169.039761103697
8,1792.9954571623773,2458.181597155971,4118.4505390531285,2121.3376874064425
9,1792.9954571623773,2458.184392693043,4001.2364977878487,2060.7662134200036
10,1792.9954571623773,2517.8313520802317,3844.6247331961513,2074.908674171981
11,1792.9954571623773,2300.088060284803,3986.2224913365144,1909.1553757574984
12,1792.9954571623773,2280.7974748226866,3806.306951484735,1892.4335446068822
13,1792.9954571623773,2374.406934660169,3979.903248536976,1898.104278871952
14,1792.9954571623773,2420.26568640841,3779.2048747588433,1903.5645459126495
15,1792.9954571623773,2401.928312677047,3996.067304489285,1914.356760631336
16,1792.9954571623773,2275.6175649898764,3935.980130414485,1864.820590823165
17,1792.9954571623773,2333.7219486952613,4034.3724168424983,1914.356760631336
18,1792.9954571623773,2152.7611789666366,3654.2464965356066,1908.7088723139436
19,1786.7136136117888,2259.717443853181,4511.172847220374,1909.6637163229825
20,1786.7136136117888,2406.5442349753625,4120.116301941602,1904.988421735862
21,1786.7136136117888,2179.8399511598427,3704.76098374136,1875.084351177357
22,1786.7136136117888,2319.678192785947,4303.5045292980285,1908.236445177963
23,1786.163647967035,2229.579049852474,4190.0812758426355,1908.7088723139436
24,1786.163647967035,2293.9724946988194,3709.4896532789085,1897.1582368794298
25,1786.163647967035,2432.837206648763,4263.536732149449,1958.7696030162729
26,1786.163647967035,2347.062997075133,4208.803281445711,1837.6068301568284
27,1786.163647967035,2308.8711790727525,4218.4210602762405,1865.2825454418826
28,1786.163647967035,2248.1573143802875,4017.717995681644,1806.328881355294
29,1786.163647967035,2154.994135533253,4134.020823528507,1806.328881355294
30,1785.7888996115346,2182.7864535273825,4063.583917787478,1814.2803772172842
31,1785.7888996115346,2198.978595124313,4057.5675481212406,1806.328881355294
32,1785.7888996115346,2426.6200584311473,4510.440957478447,1874.5074051249928
33,1785.7888996115346,2497.097595324594,4472.41899523332,1862.4266652884835
34,1785.7888996115346,2334.955696927892,4452.2514849435665,1818.5852585827115
35,1785.7888996115346,2205.7035730928283,4345.6771696177,1816.0623716294963
36,1785.7888996115346,2177.1331802798536,4094.72301831818,1816.0623716294963
37,1785.7888996115346,2305.4862026838546,4189.335044230003,1816.0623716294963
38,1785.7888996115346,2269.3538633563726,4160.444401754176,1840.8681311547439
39,1785.7888996115346,2157.183894858537,3739.432017589151,1875.031766375338
40,1785.7888996115346,2399.126862422898,4221.807188519538,1909.4950506544756
41,1785.7888996115346,2330.4272122384277,4135.117757539339,1890.6790528308625
42,1785.7888996115346,2410.4228612725774,4093.8872359925545,1890.6790528308625
43,1785.7888996115346,2300.1500908729486,4192.795043052102,1890.6790528308625
44,1785.7888996115346,2341.4781750649627,3887.531400717866,1890.6790528308625
45,1785.7888996115346,2362.364132809055,4006.3349249829416,1890.6790528308625
46,1785.7888996115346,2339.1366707112365,3728.3011715409802,1890.6790528308625
47,1785.7888996115346,2324.0959091272734,3868.1577698055753,1890.6790528308625
48,1785.7888996115346,2353.5449279395357,4238.70566515561,1890.6790528308625
49,1785.7888996115346,2312.680269472354,4153.269563607326,1890.6790528308625
50,1785.7888996115346,2249.5949615788945,3870.6923981062764,1890.6790528308625
51,1785.7888996115346,2215.7961314602057,3915.4034709155703,1889.317488364072
52,1785.7888996115346,2283.925795200373,3869.47260384833,1890.6790528308625
53,1785.7888996115346,2263.4985771295005,3874.654620782979,1882.8554096031003
54,1785.7888996115346,2265.4874176328512,3778.866676251071,1888.785562689525
55,1785.7888996115346,2299.8834516161073,3494.573962269139,1890.6790528308625
56,1785.7888996115346,2268.4065704054797,3925.1994904429234,1875.031766375338
57,1785.7888996115346,2336.9593619774955,3855.859254384743,1890.6790528308625
58,1785.7888996115346,2314.5802492432017,3985.8318572121934,1890.6790528308625
59,1785.7888996115346,2273.675464684142,3853.245378844538,1890.6790528308625
60,1785.7888996115346,2253.072604104372,3833.6625596522413,1890.6790528308625
61,1783.8849173272597,2233.3609672958833,3702.4526805676396,1890.6790528308625
62,1782.5876558729183,2288.528258056386,4424.691674806576,1890.6790528308625
63,1782.5876558729183,2309.7861440980796,3957.768735671258,1890.6790528308625
64,1782.5876558729183,2325.507934831688,3610.7526013577344,1890.6790528308625
65,1782.5876558729183,2226.0896521153045,3660.3005569397005,1890.6790528308625
66,1782.5876558729183,2269.116668622928,3796.7629937213674,1890.6790528308625
67,1782.5876558729183,2315.823521032259,3914.908282190974,1890.6790528308625
68,1782.5876558729183,2265.2532832008196,3932.263554181026,1890.6790528308625
69,1782.5876558729183,2402.2343075186964,3912.3946613920866,1890.6790528308625
70,1782.5876558729183,2346.4272528759548,3852.0166952428117,1882.8554096031003
71,1782.5876558729183,2428.4223144958105,4054.4388873474654,1882.8554096031003
72,1782.5876558729183,2327.160139283413,3987.500815296393,1890.6790528308625
73,1782.5876558729183,2266.424155808477,3922.6682159652582,1890.6790528308625
74,1782.5876558729183,2225.754136838531,3741.892320027685,1890.6790528308625
75,1782.5876558729183,2222.3198077886072,3731.37756132724,1890.6790528308625
76,1782.5876558729183,2231.1250955394976,3760.071977613679,1890.6790528308625
77,1782.5876558729183,2300.3576124195506,3755.4590098445406,1890.6790528308625
78,1782.5876558729183,2317.3841350102525,3753.0854426246183,1890.6790528308625
79,1782.5876558729183,2400.1609290684705,4034.110083356414,1890.6790528308625
