,Best Result,Time Taken
0,288191.03487303643,206.23937845230103
1,288191.0317312938,192.6993477344513
2,288191.0308257714,200.79599952697754
3,288191.0301320568,208.78416466712952
4,288191.02844932856,196.8330750465393
5,288191.02517508547,198.55156707763672
6,288191.0310111822,196.00694513320923
7,288191.02480068087,245.57537364959717
8,288191.0301311336,267.5489459037781
9,288191.0306895324,251.16243481636047
