,Best Result,Time Taken
0,646496.5466,639.3665168
1,645339.0094,586.4095571
2,648161.6542,578.0255668
3,646996.3217,563.0642955
4,640051.7757,556.6289957
5,647386.6753,576.9352167
6,643199.5179,592.4225748
7,639483.1628,586.2399452
8,646857.4906,590.2262669
9,648476.1709,592.5337112
