,Best,Average,Worst,Median
0,9573.278833504033,11787.998999085981,15239.693216570198,11615.578065543908
1,8071.13118338204,10120.59438596797,15239.693216570198,9898.998277840956
2,7667.857136673482,9308.843326429904,12504.518999496693,9075.057632100623
3,7658.9435012759,8879.256716193097,12502.88373948996,8542.032536025736
4,7516.834466217062,8442.515964626347,10360.966698639813,8419.09043810776
5,7501.772308221363,8467.01715318692,10360.966698639813,8349.176772633937
6,7472.046950032045,8471.708203224205,10360.966698639813,8071.3525631235525
7,7467.267161939618,8242.703564170397,9727.623834572147,8024.507822645759
8,7452.882782946861,8238.70086587571,9902.78444791505,8018.897949900604
9,7452.882782946861,8245.193303861179,9893.761870513616,8018.897949900604
10,7452.882782946861,8208.380266299453,10018.512517697363,8005.758491046137
11,7452.882782946861,8209.828748989152,9650.09788306299,8015.946920938745
12,7452.882782946861,8190.902681750536,9815.187658003628,8015.946920938745
13,7452.882782946861,8325.239693499287,10205.184325774742,8015.946920938745
14,7452.882782946861,8501.14879079398,10205.184325774742,8015.946920938745
15,7452.882782946861,8419.571322343834,10535.452101648592,8194.977508853743
16,7452.882782946861,8329.208584100801,10496.899097863712,8009.511320328931
17,7452.882782946861,8367.44048296103,10490.6440331662,8088.713877592902
18,7452.882782946861,8277.230431729067,10002.091720204779,8003.26274196101
19,7452.882782946861,8355.142950450778,10002.091720204779,8203.729627095303
20,7452.882782946861,8313.643971692452,9991.481156530543,8108.169305402117
21,7452.882782946861,8466.009909566554,10429.360877036564,8217.332814041085
22,7452.882782946861,8316.261454279915,10429.360877036564,8088.900899834795
23,7452.882782946861,8217.336915214202,10027.965384167783,8003.26274196101
24,7452.882782946861,8246.821982163608,10027.965384167783,8089.303127143961
25,7452.882782946861,8171.600737764539,10306.87499490943,8003.26274196101
26,7452.882782946861,8292.686288002707,10378.415558623092,7999.195372870853
27,7452.882782946861,8150.086825416612,10306.87499490943,7750.306476320098
28,7452.882782946861,8309.771869457409,10624.232190259027,7750.306476320098
29,7452.882782946861,8275.774170734925,10306.87499490943,7995.31502602259
30,7452.882782946861,8374.210350982128,10306.87499490943,7852.123506255757
31,7452.882782946861,8373.662222762205,10306.87499490943,8052.889244695008
32,7452.882782946861,8288.52943222404,10562.923107753079,8041.986575337547
33,7452.882782946861,8285.423325089252,10306.87499490943,7974.627781107003
34,7452.882782946861,8198.401649755548,10517.759889797195,7854.082184091492
35,7452.882782946861,8230.735643837514,10517.759889797195,7995.31502602259
36,7452.882782946861,8134.836462200047,10517.759889797195,7741.828523280978
37,7452.882782946861,8244.230591776182,10509.994280287257,7750.306476320098
38,7452.882782946861,8241.124733632769,9933.286327329635,7953.940536191415
39,7452.882782946861,8210.550457446567,10018.512517697363,7759.365645777548
40,7452.882782946861,8129.491403799975,9766.382106396468,7750.306476320098
41,7452.882782946861,8219.539288470914,9766.382106396468,7750.306476320098
42,7452.882782946861,8413.509594747178,10270.6406445832,8002.747844126564
43,7452.882782946861,8438.396286659075,11227.9136279925,8002.747844126564
44,7452.882782946861,8468.397038520841,10536.28751121608,7752.265154155833
45,7452.882782946861,8267.064318403705,10536.28751121608,7750.306476320098
46,7452.882782946861,8327.456494585322,10886.174524431568,7854.082184091492
47,7452.882782946861,8391.621566592128,10886.174524431568,7750.306476320098
48,7452.882782946861,8239.977421780346,10486.761129564244,7750.306476320098
49,7452.882782946861,8282.318062270768,10486.761129564244,7750.306476320098
50,7452.882782946861,8282.307893566673,10931.337742387452,7750.306476320098
51,7452.882782946861,8134.523145431228,9492.246168944768,7750.306476320098
52,7452.882782946861,8272.020817384062,9526.643095956657,7750.306476320098
53,7452.882782946861,8342.149248886039,10536.28751121608,7750.306476320098
54,7452.882782946861,7979.660646825173,10536.28751121608,7595.447288405929
55,7452.882782946861,8096.975421797028,10536.28751121608,7595.447288405929
56,7452.882782946861,8042.089219388557,10536.28751121608,7452.882782946861
57,7452.882782946861,8139.779011268317,10105.27322838187,7618.416518881955
58,7452.882782946861,8058.8876310518435,10105.27322838187,7452.882782946861
59,7452.882782946861,7999.309125516533,9584.627161950164,7452.882782946861
60,7452.882782946861,8185.787208758566,9431.263597631852,7452.882782946861
61,7452.882782946861,8093.35716277622,9584.627161950164,7452.882782946861
62,7452.882782946861,8240.378792535215,9431.263597631852,7452.882782946861
63,7452.882782946861,8159.883958738934,10105.27322838187,7452.882782946861
64,7452.882782946861,8198.339026584426,9659.9210470555,7555.721930802769
65,7452.882782946861,8290.743373999756,10105.27322838187,7651.443273654588
66,7452.882782946861,8278.85106247707,10105.27322838187,7644.325468650499
67,7452.882782946861,8299.908241692467,10105.27322838187,7651.825765550908
68,7452.882782946861,8196.810467489773,10105.27322838187,7644.707960546819
69,7452.882782946861,8177.469202879583,9659.9210470555,7644.707960546819
70,7452.882782946861,8246.475275855692,10105.27322838187,7658.561078658677
71,7452.882782946861,8087.097401252711,10105.27322838187,7658.561078658677
72,7452.882782946861,8259.820245702238,10105.27322838187,7658.561078658677
73,7452.882782946861,8231.732235751431,10105.27322838187,7658.561078658677
74,7452.882782946861,8360.049794592223,10297.832342008904,7658.561078658677
75,7452.882782946861,8194.433248176812,10297.832342008904,7658.561078658677
76,7452.882782946861,8217.288299011967,10105.27322838187,7658.561078658677
77,7452.882782946861,8268.72031503752,10105.27322838187,7658.561078658677
78,7452.882782946861,8233.535333746006,10105.27322838187,7658.561078658677
79,7452.882782946861,8275.493142609765,10105.27322838187,7658.561078658677
