,Best,Average,Worst,Median
0,525405.444277874,583464.8770565755,680564.2714537468,579495.1760563335
1,404759.30135439755,446727.92571169394,507443.4007254215,441729.604180327
2,361072.3880240074,399974.06008604757,489190.95722926036,390871.55840093055
3,352961.51897432446,385070.0698462022,452465.1383659862,377537.1153988139
4,347576.4157030911,377151.6699136523,464710.6648101526,368365.2300442937
5,339438.9770049881,375811.0725338762,483078.7942698406,362681.8720259485
6,337973.51638584805,380192.3393021677,493708.91030646686,363444.5106719677
7,337229.74883628584,375912.7512534278,464363.73785224755,361341.434029973
8,336750.61093467165,374490.2221288643,448346.7533442604,362527.8479073302
9,336655.9850411753,367717.1177387859,445319.91458339756,359889.1914631302
10,336033.9883956519,372203.02364383306,461486.2101739903,359085.7874508711
11,335044.5628425578,371073.78121530823,488537.9127275967,355609.5128199594
12,334249.63228071376,369906.5200092414,500839.8542123982,352367.7866772491
13,334025.2853394315,370201.91055673145,453422.167285819,355631.84483884217
14,333916.344602095,369164.3274733767,456784.68246907904,353273.6148961274
15,333849.2447739209,369793.5269061417,480128.1922384129,357513.09904805076
16,333797.18092818727,370125.9359821331,462005.3880564,358014.49508489715
17,333796.1575325005,366682.0310481044,480503.41127508355,355687.61386067467
18,333796.1575325005,369284.20193592354,481341.87286440644,352125.5193970772
19,333796.1575325005,373199.82047952584,473739.25443271303,351278.0730639956
20,333796.1575325005,364484.93647825526,459134.6085965421,350056.9699483741
21,333796.1575325005,368967.5251238402,473761.7634894998,356126.0261925491
22,333581.658107995,370426.21009658003,465488.37633647595,353958.08168503764
23,333223.4499627673,369150.4681222744,474315.16897503554,351830.14251539763
24,333057.2862548975,366684.21608756296,432388.1505671557,352208.8683077923
25,333053.72087163245,370202.57451400545,495680.9777256173,353281.91945160046
26,333053.61831615225,371606.504713642,452496.81246367964,357613.772370631
27,332120.5150871919,365375.0602076536,443145.0562780401,353746.77859933
28,331831.4838041569,367482.70204390545,443563.5241164344,354901.8684528396
29,331802.01861656195,368265.7170265103,460984.61578120204,354597.92477401195
30,331797.83362276235,370660.3292508071,469628.72483727266,358467.02550713986
31,331797.2998409878,377164.80337212986,481276.9544701994,362113.3089932961
32,331797.22235342336,373555.03828870784,465667.2585695748,363437.62564564217
33,331797.22235342336,370420.9352051519,443435.1359721385,356580.87212826294
34,331797.22235342336,369682.51912162075,450265.66374912753,354354.98453202756
35,331797.22235342336,369037.4931118657,465595.7687376784,355672.64665409876
36,331797.22235342336,371830.8126305294,482984.0598514447,358019.79679319635
37,331754.81979185506,371946.21449085657,459945.5596062802,354823.8668350595
38,331748.4660362413,368040.63109302736,456228.84980319254,354239.8535033233
39,331747.8038084856,371046.4242668135,468209.65901300777,354285.7010719867
40,331747.72612389445,373244.3839913627,461981.36955726694,354322.719973418
41,331747.72612389445,373831.90070678125,482324.3515202973,353256.98417967395
42,331747.72612389445,369577.6329285472,458409.15871342487,362821.6903982263
43,331747.72612389445,368843.86597933335,451258.0371514092,352583.4776424316
44,331747.72612389445,372011.7845686236,447856.7055066485,356625.96486770664
45,331747.72612389445,371500.53788677894,478697.0120500192,352302.432735526
46,331747.72612389445,365651.1994218331,450049.83491950296,355451.27563867613
47,331747.72612389445,368284.28331382363,463291.5744790342,353880.72976692306
48,331747.72612389445,368449.84125727165,470801.66367465246,354703.29664866463
49,331747.72612389445,372015.2013524569,462817.2690054175,353288.9564240228
50,331747.72612389445,372180.85571545013,479618.5124517511,358299.95421487466
51,331747.72612389445,369417.72786553495,472205.65663141955,354002.2070413168
52,331747.72612389445,375043.4484425808,484629.1100112754,355065.24554020347
53,331747.72612389445,369852.1464685614,461157.07110856776,355012.1934636979
54,331747.72612389445,369925.25880905305,458916.9447292372,356164.79385536886
55,331747.72612389445,369651.22298971866,453420.42130327807,358303.66355521383
56,331747.72612389445,372738.1364962765,458249.7338904553,356464.1499940733
57,331747.72612389445,369339.40770329913,465248.24740172154,353939.9862279651
58,331747.72612389445,368726.5727900102,443755.3682180459,355267.6858134887
59,331747.72612389445,366211.40496358287,437759.665607105,352508.157605024
60,331747.72612389445,369758.0765220205,465614.9816507815,362371.5673843704
61,331747.72612389445,366065.4691242497,437826.61718853633,353193.02797308227
62,331747.72612389445,366759.1015415521,437939.122632841,354727.23176655534
63,331747.72612389445,370438.94010098337,466007.0069814514,355744.13855288946
64,331747.72612389445,370161.7076212351,433349.7320023646,357722.01483783475
65,331747.72612389445,370681.97852356953,449517.23438399774,363828.5752704526
66,331747.72612389445,372564.19517321803,458422.2164882537,356321.1258093162
67,331747.72612389445,377332.8551119086,485556.34815790737,359506.31947153754
68,331747.72612389445,375843.4120575162,459660.13870225934,359408.6749654301
69,331747.72612389445,371140.61818129255,453759.1103948036,355194.3135143261
70,331747.72612389445,371800.3389540619,458929.68497480254,355251.8453804766
71,331747.72612389445,370039.5892500373,448339.34484371997,355999.3088617321
72,331747.72612389445,370215.13724934787,467089.40350902826,356682.9542543123
73,331747.72612389445,372232.5059341226,455433.44217077456,355372.2206289779
74,331747.72612389445,371238.62433053827,459875.4677592261,355324.5144394537
75,331747.72612389445,370288.08285524964,494037.9923055208,353763.65067140374
76,331747.72612389445,360885.9375017493,468139.1204008049,353733.97988227906
77,331747.72612389445,365536.935576305,433959.08743601525,353313.5857251745
78,331747.72612389445,366085.6198729295,470133.0118022416,353985.72326685477
79,331747.72612389445,371573.4659023375,450756.1571827799,360625.3943050905
