,Best,Average,Worst,Median
0,7509.725567389167,9925.430625942528,12734.265076303045,9977.30746192576
1,6059.143067375704,8157.588888660999,11143.77537415171,8306.415910404958
2,5809.555575729437,7129.985154137974,9900.850873400152,6719.7401307827495
3,5797.406574159555,6484.071600908469,8769.835210312298,6290.342087933137
4,5778.741355382654,6210.9354847931645,7438.572461500769,6089.620502277714
5,5642.862759883496,6242.081301304041,8682.122823555761,6068.610527474424
6,5642.862759883496,6181.484076738432,7928.129969378704,5910.245057441958
7,5622.771404059642,6141.500793489552,7716.3086279198105,5890.0986058921935
8,5617.833024398442,6208.962102339333,7902.88773994454,5887.5925173647365
9,5534.437380615366,6131.626499475439,7886.815275635022,5860.494896110976
10,5534.437380615366,6226.7843732119645,7856.182980238942,5936.5126073950805
11,5534.437380615366,6190.383425551712,7856.182980238942,5921.414370982766
12,5534.437380615366,6152.856095418387,7646.965653706863,5936.5126073950805
13,5534.437380615366,6135.376579635636,7350.639211621477,5906.28431293861
14,5386.027516956898,6164.9669776625915,7823.303348088293,5814.6736576514995
15,5386.027516956898,6123.081779448358,7759.224397705753,5814.6736576514995
16,5386.027516956898,6079.224823159628,7523.390221726941,5814.6736576514995
17,5386.027516956898,6076.674005224014,8142.40808764826,5814.6736576514995
18,5386.027516956898,6044.077242666837,7048.539559232759,5814.6736576514995
19,5386.027516956898,6070.870492104763,8109.275915064136,5768.988378715062
20,5386.027516956898,6073.040203685092,7455.709031395394,5814.6736576514995
21,5386.027516956898,6023.246221175102,7012.5385774195365,5790.9129633018865
22,5386.027516956898,6024.532307715435,7012.5385774195365,5847.823195806314
23,5386.027516956898,5978.032078096855,7186.9290949184815,5869.2068174246015
24,5386.027516956898,6188.161301794362,7439.511802164071,5891.254649517661
25,5386.027516956898,6191.092473684581,7845.199178506933,5880.230733471131
26,5386.027516956898,6096.313325328916,7799.104358589806,5767.1522689522735
27,5386.027516956898,6000.648135278216,7460.682741678953,5767.1522689522735
28,5386.027516956898,6044.8357662887975,8056.292562529467,5767.1522689522735
29,5386.027516956898,6075.86182676299,8122.345202891476,5742.28484551262
30,5386.027516956898,6016.8024495445625,8095.199626936423,5708.009633108168
31,5386.027516956898,6018.591013194259,8095.199626936423,5705.576189232416
32,5386.027516956898,5904.233645778528,7172.546329507049,5639.017473003307
33,5386.027516956898,6012.151877667103,7802.947980811549,5700.715426414712
34,5386.027516956898,6077.706374298917,7975.374784883051,5742.28484551262
35,5386.027516956898,6129.534935025545,7975.374784883051,5742.28484551262
36,5386.027516956898,5999.607598042614,7975.374784883051,5639.017473003307
37,5386.027516956898,5955.588599693923,7593.993670153142,5639.017473003307
38,5386.027516956898,5977.5855537841,7511.813446552971,5639.017473003307
39,5386.027516956898,6015.278541782657,7488.823298629347,5639.017473003307
40,5386.027516956898,6026.940320948054,8236.593203129054,5637.735228671085
41,5386.027516956898,6045.738382132799,8034.94094306716,5637.735228671085
42,5386.027516956898,6022.463196676104,8278.077119328129,5680.828621309063
43,5386.027516956898,6170.419978514022,8184.81276164369,5679.799183678762
44,5386.027516956898,6110.535396590287,8277.881323557755,5637.735228671085
45,5386.027516956898,5957.996421275983,8277.881323557755,5597.082407396972
46,5386.027516956898,6223.723039905247,9638.687811502492,5573.213046182153
47,5386.027516956898,6050.614557495804,9603.30804499597,5573.213046182153
48,5386.027516956898,6003.611620175866,8369.941402032837,5554.123685813895
49,5386.027516956898,5908.44227819869,8117.994786291042,5554.123685813895
50,5386.027516956898,5932.454198051316,7365.799974962137,5573.213046182153
51,5386.027516956898,6065.232531767936,9032.062864196952,5576.730544933876
52,5386.027516956898,6247.450547053916,8996.683097690431,5580.2480436855985
53,5386.027516956898,6127.433799126655,8945.680388566783,5580.2480436855985
54,5386.027516956898,6012.156348777613,8278.077119328129,5580.2480436855985
55,5386.027516956898,6208.932164469433,8790.457213603995,5643.066783223932
56,5386.027516956898,6147.425097557247,9032.062864196952,5573.213046182153
57,5386.027516956898,6095.005729546982,8996.683097690431,5573.213046182153
58,5386.027516956898,5952.60148826082,8034.353854365256,5573.213046182153
59,5386.027516956898,6139.436768537938,8596.122913354793,5573.213046182153
60,5386.027516956898,6047.061945437867,8402.908028990962,5576.730544933876
61,5386.027516956898,5949.602644133669,8080.346497519312,5563.6683659980245
62,5386.027516956898,6122.496656121419,8741.796722659616,5573.213046182153
63,5386.027516956898,6119.054846860177,9034.427012819531,5573.213046182153
64,5386.027516956898,5957.387552164671,8596.122913354793,5568.290125065298
65,5386.027516956898,6156.6544931187445,8273.670954882069,5573.213046182153
66,5386.027516956898,6152.7693083139575,7975.869475584358,5573.213046182153
67,5386.027516956898,6121.721734528483,9011.78308674963,5573.213046182153
68,5386.027516956898,6087.5891274953165,9011.78308674963,5535.668865441859
69,5386.027516956898,6049.990722215997,8882.33791801109,5540.591786558715
70,5386.027516956898,6011.574379095381,8882.33791801109,5467.390405611504
71,5386.027516956898,6188.326294639942,8323.230208912715,5588.692556425551
72,5386.027516956898,6089.1386825781055,8113.745082263052,5588.692556425551
73,5386.027516956898,6130.156349972261,8201.707644295206,5681.961499778916
74,5386.027516956898,6167.623989988162,9123.68630807029,5556.071296802113
75,5386.027516956898,5967.867251145389,8104.074637300863,5507.970526935277
76,5386.027516956898,5998.272100499616,7910.033434300496,5681.961499778916
77,5386.027516956898,6029.076629758688,8323.230208912715,5507.970526935277
78,5386.027516956898,6117.761625414156,8659.736018615713,5507.970526935277
79,5386.027516956898,6247.05115290806,8659.736018615713,5507.970526935277
