,Best Result,Time Taken
0,837603.7559,371.7735546
1,831942.5714,416.6939421
2,834698.2555,424.1568658
3,832736.7716,418.92536
4,837109.1333,430.3397355
5,839415.9994,428.4645965
6,832210.7766,437.8669939
7,832086.3922,430.9869905
8,837364.1154,502.9450395
9,833795.8562,565.877367
